Date,CLI,BTC_63d_Ret,BTC_Price
2021-06-03,-0.04094628126578863,-41.02596666361069,39208.765625
2021-06-04,-0.014817788878870485,-47.59701447473209,36894.40625
2021-06-05,-0.014839261651477947,-48.25949061541287,35551.95703125
2021-06-06,-0.01491736183756201,-49.37479494363184,35862.37890625
2021-06-07,-0.015018569335305688,-56.516201239787456,33560.70703125
2021-06-08,-0.023035654585106948,-55.30258899117108,33472.6328125
2021-06-09,-0.0376155901527304,-40.60229166764089,37345.12109375
2021-06-10,-0.04487047668425538,-46.3165335373764,36702.59765625
2021-06-11,-0.06432037763719702,-44.47432071216632,37334.3984375
2021-06-12,-0.06447579067626392,-51.98816002587338,35552.515625
2021-06-13,-0.06404036130810728,-43.168710335147885,39097.859375
2021-06-14,-0.07902140064483812,-39.824069638701474,40218.4765625
2021-06-15,-0.08995376073871675,-45.21093865097548,40406.26953125
2021-06-16,-0.11935892611395185,-49.81964799567278,38347.0625
2021-06-17,-0.17933085198459225,-50.91134918613736,38053.50390625
2021-06-18,-0.22837911262935842,-54.26284613785416,35787.24609375
